sentiment,review_body,product_category
0,I suppose i would have kept this top i hadn't been misled about the color. i don't like ecru or eggshell--  the description said it was black and white.,Blouses
0,I wanted to love this top to go with a pair of red flats i also bought at retailer. but it's almost like a peplum crop top because the cut is short. the peplum piece also flares out rather dramatically. had to return it even though i love other tops from maeve.,Blouses
0,I wanted to love this top! on me it was weirdly boxy. it was too wide and too short  and it was more sheer than i expected it. the fabric is lightweight but wrinkles really easy and loses shape pretty quickly. i also thought the fabric would be heavier and have more structure than it has. i love the scalloped detail at the arms but after about five minutes of wear this felt super crumpled and just kind of sloppy. unfortunately it will be going back.,Blouses
0,I really wanted to love this top when i got it  but not so much. it fit nicely through the bust and torso  but flared out way too much  it ended up looking like a maternity top. maybe because i am more of an hourglass shape. another thing  it was very low cut  i would not have been able to wear this without a cami underneath. the fabric didn't seem to be the best quality  it also had a funny smell too it when i took it out of the package. this shirt was not worth the price. sadly  this was a mis,Blouses
0,After reading so many great reviews i was sure i was going to love it but i'm so glad i tried it on in the print at the store. the small was baggy in the bust - ti was not slightly fitted as shown in the picture. the extra small was to small in the chest and the seam came up too high. it was also very low cut. the shirt as shown has to be pinned behind the models back because there's no way it would look like that otherwise. if it would have been a little more tailored as shown in the photo i wo,Blouses
0,The mustard colour was much stronger than it seems in the picture and it wasn't pretty on me. plus the sleeves were very wide so that makes this not good for petite frames in my opinion. it does run big - i ordered m (and i usually take m or even l in retailer clothes)  but i could have tried a s to make it less boxy. too bad though  because it's a pretty shirt and different.,Blouses
0,I have mixed feelings about htis top  it is a nice shape and comfortable  fits triue t o size  but hte fabric is thin adn sheer. i decided to keep in mind if it goes on sale. the 0 fit me perfectly. (115 lbs  3-dd chest).,Blouses
1,I said this ran large because i bought a 16 and i normally need a size 18 (i'm busty) if the item doesn't stretch. but  a size 16 fit me. it's more straight and less blousy  but it does fit. so  if you like your tops a little less full of fabric and more tailored but loose  imho you can size down.    the fabric is rayon/polyester that's light and cool. it is semi-sheer but a white bra or nude bra would be fine. the top has a double layer in front. one solid and the over-lay of the embroidery. th,Blouses
1,Definitely size down it does run large however  it is a sweet floral print made of rayon so i would dry clean as rayon shrinks. i love tunic lengths and this one is a bit longer than most tunics but for me still works. there are 2 small pleats on the front and the ruffles on the neckline are a nice touch. it is made well. i have a long black sweater that will make this work right into the fall and winter.,Blouses
1,I love this top! the top has nice details and is not too sheer. it did have a smell at first but that's gone now.,Blouses
1,I love this top! it's easily both day and night-worthy with a splash of sexiness in a front peek-a-boo design. lovely embossed design all over.,Blouses
1,This is a gorgeous buttondown. the colors are stunning - i love the mix of blue and brown. the fabric is super soft and drapes just right. i feel the this shirt runs true to size. i'm an xxs petite and it fit perfect. this one is a winner!,Blouses
1,Such a lovely shirt and even though it is white  flowing and delicate it is not see-through so you will not have to worry about wearing an undershirt in the summer sun. lovely top!,Blouses
1,This shirt is very comfortable and i received a lot of compliments when i wore it. i bought the neutral print and everyone wants to get close to see what it is . i would buy another if it came in this type of pattern.,Blouses
1,Fits true to size and has a great shape. i get compliments each time i wear it  glad i purchased it.,Blouses
1,"I tried this on in the ivory color because it was on sale and i thought it ""might"" be sort of cute. a comfy  flowy  warmer to cooler weather transition top. little did i know how much i would fall in love with it! i tried it on over like 3 things in the fitting room  including a black strapless maxi dress i wore into the store  and it still looked great! it is comfortable  loose  and goes with pretty much anything (i've tried and still haven't found anything it looks bad over). it's not super dr",Blouses
-1,On a positive note the dress was very well made  great quality as usual from retailer. however. this dress looked like a sack  i believe it may have been the combination of the drab color and the sack like shape. very plain and unflattering. for reference i am 5 5 140lbs 34c ...so i do have a shape it just did nothing for me. it had to go back.,Dresses
-1,"I love this dress as far as the fit goes. it makes my curvy figure loook even better with how it's cut. that being said the different patterns over each boob made the dress look crazy. it makes you look quite lopsided in the chest. wasn't just me  but my store people also agreed. had the pattern on the chest been the same it would be great  but even though my boobs are of ""mostly"" equal size  they looked too crazy. it's quite noticeable on. so sad:(",Dresses
-1,The dress is extremely high quality! i purchased the dress in black. the white collared shirt that the model is wearing under the dress is not part of the dress. the dress overall is like a balloon. unless you're extremely tall and skinny this dress makes you look bigger! i ordered the small petite and am 125 lbs and 5'4. i really wanted to like this dress but unfortunately it's going back:( the petite hits 3 inches above the knee for reference.,Dresses
-1,Too full of a dress for me. i tried a belt and it is then too chunky. if you are younger  tall and slim  this would look great,Dresses
-1,I love maeve dresses and have always gotten a lot of wear out of them while still looking great. this dress does not meet those standards. on the 2nd wear of this dress the zipper completely broke. i had to take it to a dry cleaner to get replaced at a pricey cost for a pricey dress  i'm dissapointed.,Dresses
-1,This dress will unfortunately be returned...so cute online and looks like a sack in person.  runs very large  arm holes are very low.  not flattering.,Dresses
-1,Unfortunately  this dress is shaped like a sack and has no shape to speak of. i have sent it back for a refund :( too big  too shapeless.,Dresses
-1,It is so cute in the picture but wasn't flattering on me. it also felt like i couldn't raise my arms while wearing it. i love retailer and will be a forever fan  but this dress just wasn't for me.,Dresses
-1,Review title says almost all. add to that that it is age appropriate  unlike other kedia dresses  for the very young. just too cute for words. i have all of the other tk peasant dresses and although youthful they are appropriate for anyone young of heart. this however  on an older woman  looks ridiculous. i would have liked it for those 9 months but even then it would cover quadruplets!,Dresses
0,This dress is beautiful but the bottom half was too tight for my shape.,Dresses
0,I was so excited when i saw this dress! i love this color  and the poplin sleeves. i was so sad when i tried it on though  the back poofed out in such a weird and unflattering way. i think it is because there is a pleat high up in the back  but then it seems like it gets narrow again around the hips. strange. also the material is kind of stiff and seems poor quality. i do love the way the top and the sleeves look on me though  so i am actually considering keeping it and just making it into a top,Dresses
0,I ordered my normal size in this dress. i am 6 foot tall  but the regular sizes were too large and too long (mid-calf). i returned the dress for a size smaller in petite for a more flattering hemline. the dress is lovely  especially on the models in the pictures  but didn't quite work out for me. also  it feels like there are hundreds of closure hooks that make putting on/taking off the dress seem to take an unusually long time!,Dresses
0,I love the look of this dress and the material - the problem is that when i tried it on the fit was a bit off. it seems that the arm holes hung down way too much and pulled the dress so it is uncomfortable to wear. i don't think i could have gone down or up a size to make this dress work. it is a shame because i really liked the look of it.,Dresses
0,Disappointed in the quality of the dress. love the style and especially the colors. the fabric of the body of the dress is very very thin and just poorly made. the top bodice is more substantial. not worth the price tag of $148.00. dress does run short.,Dresses
0,Haven't decided if i'm going to keep this dress yet. it arrived torn at the seams  but was able to use two sided tape to fix and straps were sewn on twisted. in my opinion it is not worth full price. i would say it runs tts. i'm between and 4 and a 6 and the size sp fit perfect  however  the petite size runs pretty long. it says 47 inches from shoulder but i need to wear it with 5 inch heels. mine may have been a wrong size marked issue.  dress looks exactly as in the picture.,Dresses
0,I just got this tunic last night and was excited to try it on. i could barely get it over my shoulders and once i did  it was immediately apparent that it was very tight under the arms and in the shoulders. i usually wear a 12 but listened to all the other reviewers and sized down to a 10. the 10 shoulder seams were significantly narrower than i would have expected. i don't think even a 12 would have been large enough in the shoulders.    very bummed  but yet i wasn't drawn to the colors in pers,Dresses
0,"I loved the look of this online and ordered the xs as maeve seems to run large and that was the smallest size offered. the length was good for me (only 5'4""). the elastic top fit well (32b) but then from there it was too much fabric. i thought this would be a straight fit or a slight a-line but it was just a huge amount of fabric on me...several inches on both sides big. i think with the large ruffle along the top and the tremendous amount of fabric hanging down from the dress underneath the ruf",Dresses
0,I purchased the 0p online and it was so incredibly short on me it wouldn't even serve as a tunic!! it was also so tight in the bust area that i could not pull it down because there is absolutely no give in the material. the berry color was not as bright as it had appeared online but in fact was a very muddled color that seemed to make the material look even more cheap. i would need to size up considerably to have good fit without give in the bust and arms and judging by the structure of the dres,Dresses
1,I thought this dress was lovely on. i'm an 8/10 and tried the med which i believe was the right fit. it may have fit a little large but i liked the way it hung. it has pockets and the color is absolutely beautiful. definitely buying if it makes it to sale.,Dresses
1,"The retailer stylist had showed me this on my way out of the fitting room and i'm so glad she did. i went back in to try it on and loved it!! it almost has a ""spanx"" like stretch to the material which perfectly keeps its shape and is so well made. i also really liked the open part in the back because it adds an extra something to the dress but you can still wear a strapless bra if you desire. i plan on wearing it at the beach on the 4th of july:-)",Dresses
1,Cute and comfortable. paired with tights and boots for work  will also look cute with flats or sandals in the spring. the fabric is a nice weigh  not too flimsy. might be a bit short on a taller gal.,Dresses
1,I had seen this online a few times and while it caught my eye because of the color  i never really bothered to check out the details due to the stock photo. it looks quite bland as it doesn't really flatter the model. however  once i saw this dress in-store  i was drawn to it immediately. the dress is well made  the embroidery is delicate and beautiful with interesting design features. i love the combination of the summer dress with a collar. it makes this dress so work appropriate as well as it,Dresses
1,I saw this dress a few weeks ago in the store  tried it on but didn't have anywhere in mind to wear it so i passed. noticed it on sale online and had to order. it is so comfortable and flattering. the material is thicker therefore it keeps a nice shape. not slinky at all.,Dresses
1,This dress is slightly tight on me and i usually wear petite 00 or xxs (5'1 100 lbs) the quality of the fabric is thick and texture  colors are just like the photo  and it has a nice satin like underlining in a dark navy. the snug fit of the dress makes it so i don't need a bra  which is nice especially for a day dress !,Dresses
1,"As other reviews noted  this runs large--huge is more like it. it's great quality  but i'm wondering now if the s/m would take me through the third trimester of pregnancy (which is why i ordered a m/l). i'm 5'7""  and if i were any less  i don't think this would work for me at all.",Dresses
1,"I love the bohemian look and fell in love when i saw this dress when i saw it online. it's pricey but i am holding on to it because it's really beautiful. i got a medium. i'm 5'2""  medium built. it's just perfect. i'm tempted to get the petite but with petite  the top gets to be too short so i think i'll stick with regular size. my family loved it! the quality and detail in the dress is just gorgeous! you can easily dress this up or down.",Dresses
1,"If it's a knock off  its of the ""poise"" dress  and a pretty good one at that. this is a beautiful dress that took my breath away the moment i saw it. when i saw such a poor rating i just had to see why. the erin fetherston dress is over $100 more and they look just about the same. i'd rather have the $ and the look!",Dresses
-1,On me  this top is totally frumpy and boxy. i am 5'9  34dd and the bottom hung on me like a bedskirt. not fitted at all. i ordered a large--not being sure of fit. i have a flat stomach and it just hung....yuck. honestly  for the price and fit  i wouldn't consider a medium. i think it would a tad better but not worth the price.,Fine gauge
-1,"Loved this top online but when i tried it on it was shorter than expected so only fitting for high waisted bottoms and much more boxy than it appeared online. i wish to high heaven that this top came in a more ""normal"" cut. hip length and slimming  the fabric and collar are beautiful!",Fine gauge
-1,I also expected this sweater to have more bulk to it per the images. it is very thin as others have said. the design is awkward with the sleeve placement and that makes it more flowy vs. structured. it is more similar to a cape or shawl design. if you;'re looking for a warm cozy blanket sweater design  this is not it. i will keep it though as a layering piece and because of the sale price and classic color design.,Fine gauge
-1,The fit was not flattering at all  but the worst part was the colors were really dull and not bright as shown in the online photos.,Fine gauge
-1,This sweater is very long  could be worn as a dress at 5'3 !,Fine gauge
-1,Retailer consistently provides unique  sophisticated and quality made clothing. with the exception of an occasional purchase at their sister companies  i shop with them exclusively. i suppose that i can't expect 100% perfection from retailer-but 99% of the time-that's what i get. this is that 1%...this sweater is truly awful! i cannot (or find it very difficult at least) begin to describe what this sweater is like but it is so unlike retailer that  had it not been for the distinct pattern on the front,Fine gauge
-1,Really wanted to luv this top buttt it ran small in arm length & in the front  bottom...backside was perfect coverage...also most important this top is see-through! item as pictured is not accurate!,Fine gauge
-1,The sleeves on this top always caught my eye every single time i was in a store. they never had my size to try on  so when a free shipping offer came up  i ordered the ivory top in a size large. well  the sleeves are indeed stunning  but that is all that is attractive about this top! the rest was a plain  blank  white canvas. in fact  that's what it felt like to wear it -- like i was wearing a tent or an artist's canvas on my chest. yuck! how can this designer put so much thought and care into t,Fine gauge
-1,This was so boxy and unflattering. i loved the lining and the fabric was very soft but it looked like i was wearing a bag. was hoping to use this as a cute top layer for dresses but it was a terrible fit. sizing down would not help this one. went back!,Fine gauge
0,This sweater is much more cropped than shown. the sweater i received was only 24 inches long. the color of the trim is black  not the navy or plum that i expected. quality does seem good.,Fine gauge
0,"This is a very lightweight  comfy sweater jacket. i wanted to love but didn't find it ""special"" enough for the price. i am usually between a small and medium and tried on both sizes in the gray and the navy. the small fit snug in the shoulder but i liked how the layering showed at the bottom of the front. that look was lost on the medium  though the general fit was better. in the end  the looked medium too sloppy for my taste  and the small felt too small.",Fine gauge
0,This is a beautiful tunic. i wanted it to work so much but i couldn't get past the itch factor. also  the sleeves were shorter than i expected. when i wore a light tee underneath  it didn't move well and looked bulky so sadly it went back to the store. if the material doesn't bother you  buy this. would look great w/ tights/leggings and boots.,Fine gauge
0,"Just got this in the mail yesterday and i want so badly to love it but it's just a little too big and boxy. i'm 5'5""  125lbs and ordered a small but i really wish i'd ordered the xs. not sure if i'll exchange or just return. seems high quality and the pattern is gorgeous. it's basically exactly what i'm looking for until i actually put it on and then it just kind of looks like i'm wearing my grandpa's old sweater.",Fine gauge
0,Dang  i got a small and was still swimming in it. it's made of the fabric that increasingly seems to be the fabric of choice for all things t-shirty- soft and thin-ish  a bit translucent. i'd rather wait for something more formfitting and flattering- back it went.,Fine gauge
0,Looks great on the model  but if you're curvy it looks very frumpy.,Fine gauge
0,Looks great from the front  but from the side it looks like a maternity top.,Fine gauge
0,This is a darling little sweater. it is well made and the fit is true to size  however  it's just not long enough on me to be a top  which is what i was hoping for.  i thought it would be pretty with some high waisted trousers in a sort of 40's style but it's way to short on me for that. even with my highest waisted pants and skirts  it shows skin.  i think it can really only be worn as a shrug over a dress or something.  that explains why the model looks hunched over in some photos.  i'm still,Fine gauge
0,"I bought this sweater online as soon as i saw it. but like the other reviewers i agree it is shapeless and sticks out too much at and below the waist. if it were a softer fabric maybe the flair would work but not for this one. i am 5' 2""  115lbs  32d and got the xs. maybe if you aren't chesty it won't flare out as much. sadly i had to return it. i was so excited for it  o well.",Fine gauge
1,I am tall and this sweater is a great length. very flattering  slightly loose across the tummy. i have the red/mauve color and may order the gray too. super soft   medium weight sweater- very versatile. love,Fine gauge
1,"I love the print on this. it's a super cute sweater  but i didn't think it worked so much for a 56 yr. old with a thickish middle. the med. was a bit snug but expect the large would've been too big (5'3""  150 lbs). a great statement piece for anyone with the figure to carry it.",Fine gauge
1,This is a very pretty sweater and the neutral color works well with everything. the detail in the back makes it unique. it runs large though  so size down. the sleeves by the cuffs do tend to stretch out easily  but it washes well  so it's not a big issue..,Fine gauge
1,I tried on the petite in the store and loved it it's just the color kind of washes me out a bit... nut i did love hte fit and style...,Fine gauge
1,I ordered this top in all 3 colors  love the peplum.look..  returned the green  which is actually my fav color but it wasn't a pretty shade of green and i don't think that it was a flattering contrast with the cream   especially going into spring/summer..  kept the yellow and the navy and love..  the navy is classic and the yellow is soft and flattering.  it's a very cute top  runs a little large  but is very pretty.,Fine gauge
1,This cardigan is so fun to wear. you can wear it like as it is shown on this model or turn bottom up and wear upside down as tag suggestion.,Fine gauge
1,This piece was so gorgeous that i bought it despite how impractical it is to wear it in honolulu. it's honestly the perfect little number to wear if you want to go for a late autumn/early winter stroll in the city. it's incredibly comfortable and versatile. i've worn it on cool mornings in honolulu as a dress with booties  and a few months ago  i wore it to minneapolis and added leggings and a warm pea coat. depending on how you choose to accessorize the look  it can be casual or professional. i,Fine gauge
1,"Love the fit of this sweater! it almost fits like a sweatshirt and definitely not as long as on the model. it hits me just below the hips( for ref. im 5-3""). im considering getting all the other colors because its so cute and comfortable. could be dressed up or down. runs true to size-im always a small and this fits perfectly roomy.",Fine gauge
1,"I like the pointelle feature in the front. i end up wearing a lot of black  but this at least gives me the option to do a bit of color underneath if i so chose. i've worn this with white  black and blue jeans w/ boots. looks great. i'm 5'3"" and 125 lbs. i got a medium  but i could have possibly gone with a small. my only complaint is that it might be a tad bit too long. since i'm on the shorter size  i can't imagine it would be too much of an issue for others.",Fine gauge
-1,3 tags sewn in  2 small (about 1'' long) and 1 huge (about 2'' x 3''). very itchy so i cut them out. then the thread left behind was plasticy and even more itchy! how can you make an intimates item with such itchy tags? not comfortable at all! also - i love bralettes and wear them all the time including to work. i am a b cup. however  this one is so thin and flimsy that it gives no support even to a b cup - so for me this would only be a lounging bralette - if it wasn't so itchy!,Intimates
-1,"Loved how this draped and im super petite 5'1""(32b bust) and this was seriously one of the most ill fitting items i have every owned. i purchased the pxs and it was huge. i hope this has a better fit as the other reviewers seem to have a more positive review. i was just appalled as to how bad the measurements were off. unfortunately the straps are not adjustable so this went below my chest. too sad retailer  please get the fit right!!",Intimates
-1,This could have been an amazing chemise but it is too short even for bed- perhaps it could be used for a tank. i am 5'3 but do have a long torso. it did not fully cover my booty.,Intimates
-1,3 tags - one quite huge (about 2'' by 3'') - very itchy. so i cut out the tags and they are sewn with some kind of hard poky plasticy thread - now even more itchy! i will have to wear these inside out.,Intimates
-1,Fun  sexy underwear but rides up in the front. will return,Intimates
-1,It seemed to stay in place and did not require constant readjustment. however  i found the band to be extremely small and tight. it is not the most comfortable bra because of the way the band just presses into your skin.,Intimates
-1,Material is strange. triangle top is funky. this is just not awesome in any way.,Intimates
-1,This bra runs very small  and is hard to get on and off. i think if i went a size up i would be happier.,Intimates
-1,The first time i wore this tank it started pilling around the arms and down the sides. it is terribly quality  and gets worse with every wear and wash. possibly the worst wear on a new clothing item i've ever seen. like the design and fit  immediately relegated it to a weekend/home shirt because it was unprofessionally pilly and the pills are small so can't be shaved off.,Intimates
0,I have been eyeing this piece for months now! i broke down and bought it when they finally had my size in stock. i am 5 '4 and 110 lbs and have a very small chest so i ordered an xs. i think the top is too baggy for me. yes  the top and bottoms fit overall  but it doesn't look as nice and form fitting like it does on the model. it is very sheer--which is the thing that discourages me the most. i love the concept of this piece but the execution could use some work  which i am willing to work on s,Intimates
0,"The fit is gorgeous  but i didn't realize it was completely transparent. when it says ""mesh"" it means ""mesh""! i was thinking the ""mesh"" part was on the bottom. because of how it is cut  high on the shoulders  you can't wear a cami underneath to provide coverage. very cute  but not practical.",Intimates
0,Got this in the mail today and while the design is cute  it's not as soft and comfortable as i would like. the front clasp takes a bit of practice to get on and off. the straps are a bit thin and hurts a bit.,Intimates
0,I'm a 32-a  and i bought a small. i found that the tube portion is pretty tight  but probably needed to keep things up. because there is not a clasp in the front or back  it is really hard to get in and out of. i'd probably be ok with it  but the cups were too big for me. i think i would need to be a c to fill it.  the quality is really nice and the molded cups are a good shape. i wish i could have made it work  because it was really comfortable. i returned it in the end.,Intimates
0,This is pretty and provides coverage with a bit of support for wearing around the house. i'm a 34b so i ordered the small- it still had room in it so i tightened the straps and used the tightest hooks on the back  and that makes it fit ok. i bought it just to wear at home since i was not expecting a great deal of support or shaping  and while it feels ok it is not super-comfy- it's a bit scratchy around the edges. i was going to buy another color if i loved this  but as it is i will keep the one,Intimates
0,I'm a b-cup who hates traditional underwire bras  so i was excited to try this one out. while i appreciate that this bra has more structure and support than other wireless comfy bras  the cups provided too much coverage for my style. if you want to wear a shirt with a wide neck  or do a cute off-the-shoulder thing with your shirt  the top of the cup shows. bummer!,Intimates
0,This is a very nice bra  upset though because this is the second time i have ordered something from retailer and the place that the product was made was incorrect on the website. bra was made in peru and website said usa. makes it very hard to be socially responsible on this website. not sure i will continue to shop retailer in the future because of this.,Intimates
0,As a petite  big busted woman  i found this dress wildly unflattering. the quality and pattern of the dress itself is beautiful  though it will require a slip as it is completely transparent. the design of the bust however  i found unflattering.,Intimates
0,I wanted to love this set  but sadly it just didn't fit as i had hoped. the small was bigger than expected and looked frumpy and not sexy. returned.,Intimates
1,This bra is very cute and pretty comfortable. i usually wear between a 34d in elle mcpherson and this fit perfect. i got it in black and while it's really cute i was surprised how different the color looked in person vs. online. online it looked to me to have some purple to it  but it is definitely 100% black in person (just an fyi). i also thought the tassel was cute  but it does look a little cheap and flimsy in person. still a great bra.,Intimates
1,Well fitting bra  comfortable (not itchy)  lace doesn't show through tops.,Intimates
1,Bought this for a vacation to mexico with my boyfriend. super flattering and soft. big thumbs up!,Intimates
1,I own many of the natori feathers back close bras and decided to try the front close version for spring/summer tops and dresses. i purchased the yellow and got the matching hipsters panty. i no longer see the yellow available but you could find elsewhere or maybe retailer will bring this color back (it is lovely!)? for sizing  i tried my normal size (34b) and the cup size larger per other reviews. the 34c did end up fitting better so i also recommend going up a cup size. excited for warmer weather,Intimates
1,I bought this to wear with a skirt that i wanted to dress down - i needed something that was long enough to be able to tuck it in without having that awkward line. its a great fit.,Intimates
1,Well-made  gorgeous bra! the 'red' is more wine in person  which is great. this bra runs quite small--go up at least 1 band and 1 cup size. i got a 36c and it fits great! (i'm a 34b across brands like vs  etc.)   you'll feel extra saucy and a bit mischievous knowing you're wearing something this sexy.,Intimates
1,I ordered this in sand and loved it so much when i received it that i went back and ordered it in black as well. it is very flattering and sexy!,Intimates
1,Makes me feel like a sexy ice skater. true to size  i am 5'0 and 120 lb and both the small and medium fit. i kept the medium. love it!,Intimates
1,This bra is obviously very pretty and feminine  but i was surprised that it's also really comfortable! it provides a pretty good amount of support  especially for an unlined bra  and feels pretty sturdy despite there not being much there. my 34b fit true to size.,Intimates
-1,This is a cute item at a good price point  though the lack of lining in cartonnier items drives me batty. unfortunately  the wool is so itchy i could not tolerate it more than a second.,Jackets
-1,I love the photo of this and because the reviews were so positive i ordered it. i was shocked when i opened the package. first  the fabric is not the silky rayon cotton blend i was expecting. it looks and feels more like a cheap cotton. it does not have the drape or feel or look i expect in a kimono  which brings me to the second disappointment. it is not a kimono at all. it has no kimono sleeve  no sleeves at all in fact. just a slit in the side of the body of the garment you put your arm throu,Jackets
-1,The color is darker than shown (i ordered the denim looking one). the flower things are not very visible as it all looks one color. it must be great for the tall skinny model   but if your 5'4'' and pear shaped like me  it's a no go! took it back to my local store.,Jackets
-1,The colors on this kimono are amazing and i really loved it  however  i too noticed the 'delicateness' of the material. it is so delicate that parts were starting to fray - including next to the kimono's label. so sad.,Jackets
-1,This sweater/jacket looks just like the photo in real life  but the inside is so scratchy. i physically recoiled when trying it on as the interior of the sleeves feels like sandpaper. unlined and uncomfortable. no thank you!  should you choose to proceed  i found the fit tts. i'm 5'8  wear an 8/10 and the medium worked for me.,Jackets
-1,This jacket looks like such the statement piece online with the soft focus lens  but in reality...meh. i think the pattern is gorgeous and would have worked without the studs. and the studs are unique and would have worked on a simple solid color. but put them together and you have the unwanted love child of a laura ashley bag and a marching band jacket. to me  it all felt more cloying than clever.    the quilted fabric and boxy cut of the jacket also makes it unwieldy and uncomfortable. since i,Jackets
-1,Beautiful fabric! unfortunately  i had to return it. after just one wear  it had pills all over the side. fabric is too delicate. sad to return!,Jackets
-1,"I bought this jacket based on how it looked on the model  and from the reviews. i found it to be super big  and unflattering to say the least. i'm 5""10  155lbs. i sent it back.",Jackets
-1,I usually like coats and wraps with high-waisted belts  but this way too high  and the fit was really unflattering. i can see it being chic on a tall  slender person  but it's definitely not right for my short  curvy body. returning it today.,Jackets
0,This was a fail for me. although i ordered size large it barely fit my midsection when tied and was too small in the waist. the fabric is nice though. best on thinner frames than mine.,Jackets
0,The colors on this jacket are a murky blue with a pale mauve tone for the lighter color. size is a bit on the large size. i did not feel that the jacket was that well-made and would hold up to much wear. i was looking for a jacket to dress up jeans  black pants etc and this did not fit that need. it would be a warm jacket if that is a need.,Jackets
0,"I agree with a previous reviewer who said that it was very nicely cut  but unfortunately  the materials are so cheap. the ""fleece"" material that it is made out of feels like the cheap polyester fleece blankets that you get at the discount stores. it will pill easily  and is noticeable even in the dark color. i must have gotten one shipped straight from the store  and it was already starting to do some gnarly pilling. i do love the cut of it  but i can't justify keeping it because this won't last",Jackets
0,Delaine blazer so many little details with a slight bit of ruggedness. loved the unmatched buttons  checkered back and fraying that gave this piece personality making it appear less stuffy. easyily dress it up or down  that being said it seems to run true to size except the arms and shoulders were very tight. i would consider going up a size if more of an athletic build. ordered a 4 but i think a 6 would have been perfect!,Jackets
0,The jacket is cute  it runs small but looks good. i like it even though it feels tight on my arms.,Jackets
0,This is super cute and the colors are so vibrant and its thin enough to wear with tanks for the summer but it already had a hole forming in the upper back shoulder.  i guess the material was a little too thin....$98 is a little too much money for something that gets holes so easily!,Jackets
0,When i tried it on it looked like a stiff bathrobe. straight  too boxy.,Jackets
0,Has i read the reviews would have realized the t-shirt looking sleeves in the pic are attached to the sweater. based on the pic and site description i didnt realize they were attached. i thought it was part of the styling of the undershirt. i think this very much limits the versatility of the sweater. i ordered the white which is a beautiful color and very soft. i am returning it cause i do not like the t-shirt sleeve. would rather have the flexibility to layer whatever shirt i wanted,Jackets
0,I snagged this the first day i wore it with my wedding ring. it is very delicate and i can't wear it when i'm with my kids because they pull on it so much! it will just me by night out wrap i guess!!!,Jackets
1,I love this jacket - can dress it up or dress it down. over a dress  skirt or jeans. very soft and flattering!,Jackets
1,I bought this vest to add more versatility to my wardrobe. i love it! i got it in navy  and since it is one color  it goes with a lot of different things - tanks  long sleeves  short sleeves  pants/skirts  etc. i like the bow in the back and the vest makes a plain outfit look much more elegant and exciting! the vest itself is a little longer than i would have liked.,Jackets
1,"-like others  i agree that this is a staple that will pair with many  many outfits. it is really well-constructed  classic  comfortable  and a wonderful length for us taller gals. as you can see from my stats  i'm rather tall at 5'9""  so it's hard to find",Jackets
1,I can't wait for the first signs of fall so i can wear this! the fabric is a nice light weight and the fit is very flattering. as another interviewer commented  it can also be worn as a dress. well worth the investment!!,Jackets
